,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
38470,1005520,P00184942,M,46-50,1,C,0,1,1,8.0,17.0,19322
38471,1005521,P00154642,F,26-35,6,C,0,0,8,,,9814
38472,1005522,P00178942,M,26-35,14,B,0,0,5,8.0,,7156
38473,1005522,P00002042,M,26-35,14,B,0,0,1,,,4213
38474,1005523,P00128942,M,36-45,0,B,2,1,1,11.0,,15373
38475,1005524,P00221542,F,0-17,10,B,1,0,5,15.0,,6906
38476,1005529,P00333542,M,18-25,6,C,4+,0,8,,,9767
38477,1005530,P00178942,F,18-25,4,B,0,0,5,8.0,,8866
38478,1005530,P00208442,F,18-25,4,B,0,0,1,2.0,15.0,8320
38479,1005531,P00147942,M,51-55,17,C,0,1,1,16.0,,15169
38480,1005532,P00057442,M,26-35,17,C,2,0,5,14.0,16.0,6944
38481,1005535,P00112442,M,26-35,15,B,1,1,6,8.0,,16336
38482,1005535,P00004742,M,26-35,15,B,1,1,6,16.0,,20467
38483,1005536,P00082542,M,26-35,16,B,2,1,8,16.0,,4082
38484,1005536,P00212842,M,26-35,16,B,2,1,8,16.0,,5932
38485,1005538,P00280442,M,46-50,12,B,2,1,11,,,5947
38486,1005538,P00311542,M,46-50,12,B,2,1,5,,,7133
38487,1005539,P00109242,F,26-35,20,B,1,1,6,8.0,10.0,16693
38488,1005539,P00336742,F,26-35,20,B,1,1,12,,,1058
38489,1005541,P00031042,M,55+,7,C,1,0,8,,,7767
38490,1005543,P00112142,M,26-35,17,A,2,0,1,2.0,14.0,18979
38491,1005543,P00036142,M,26-35,17,A,2,0,5,,,5421
38492,1005545,P00084442,F,36-45,16,C,3,1,13,16.0,,745
38493,1005547,P00258742,F,18-25,4,A,3,1,5,,,7047
38494,1005550,P00116342,M,36-45,15,B,2,0,2,,,12951
38495,1005550,P00320742,M,36-45,15,B,2,0,1,4.0,9.0,11859
38496,1005550,P00158042,M,36-45,15,B,2,0,8,,,6045
38497,1005552,P00325742,M,51-55,7,C,1,1,2,9.0,,12749
38498,1005553,P00188442,M,36-45,3,C,3,0,5,7.0,,7000
38499,1005555,P00177442,M,0-17,10,B,2,0,1,6.0,8.0,12071
38500,1005555,P00157642,M,0-17,10,B,2,0,1,14.0,16.0,15728
38501,1005559,P00228642,M,51-55,1,C,1,1,5,18.0,,7099
38502,1005565,P00212942,M,18-25,17,C,2,0,5,,,8622
38503,1005566,P00200642,M,36-45,7,C,2,0,10,16.0,,14251
38504,1005567,P00195042,M,51-55,3,B,0,1,6,8.0,14.0,12324
38505,1005567,P00088642,M,51-55,3,B,0,1,5,8.0,17.0,3752
38506,1005567,P00341342,M,51-55,3,B,0,1,1,8.0,17.0,15706
38507,1005568,P00307542,M,18-25,4,C,3,0,1,15.0,,19687
38508,1005568,P00076442,M,18-25,4,C,3,0,1,2.0,,15308
38509,1005568,P00197342,M,18-25,4,C,3,0,1,2.0,,8050
38510,1005568,P00342342,M,18-25,4,C,3,0,11,15.0,16.0,4678
38511,1005570,P00121642,M,26-35,1,B,3,0,5,14.0,,8668
38512,1005570,P00331942,M,26-35,1,B,3,0,5,,,7037
38513,1005574,P00179942,M,26-35,0,B,4+,0,11,,,3105
38514,1005575,P00085642,M,36-45,7,C,2,0,5,14.0,,6952
38515,1005576,P00034842,M,26-35,4,C,3,0,5,14.0,,7058
38516,1005578,P00119742,F,18-25,1,C,1,1,5,8.0,12.0,8833
38517,1005579,P00194642,F,36-45,7,B,4+,1,1,6.0,13.0,11533
38518,1005580,P00129542,M,46-50,7,B,4+,0,8,14.0,,5904
38519,1005580,P00334642,M,46-50,7,B,4+,0,1,8.0,14.0,7652
38520,1005580,P00210542,M,46-50,7,B,4+,0,5,,,1769
38521,1005585,P00034842,M,26-35,4,A,4+,0,5,14.0,,8672
38522,1005591,P00113642,M,18-25,0,B,4+,0,8,,,9703
38523,1005592,P00113542,M,26-35,1,A,4+,1,8,17.0,,9774
38524,1005593,P00110742,M,51-55,16,A,1,1,1,2.0,8.0,19122
38525,1005593,P00303342,M,51-55,16,A,1,1,1,16.0,,15584
38526,1005594,P00111942,F,46-50,0,B,1,1,8,17.0,,9824
38527,1005594,P00175242,F,46-50,0,B,1,1,2,,,13289
38528,1005595,P00037342,M,26-35,20,B,1,0,8,11.0,,6164
38529,1005597,P00246742,F,18-25,4,A,2,0,11,15.0,,1560
38530,1005598,P00178242,M,18-25,4,C,1,0,8,,,6145
38531,1005600,P00288042,F,46-50,0,C,1,0,8,,,9840
38532,1005600,P00196542,F,46-50,0,C,1,0,5,8.0,14.0,8622
38533,1005600,P00346442,F,46-50,0,C,1,0,1,2.0,14.0,19671
38534,1005604,P00142142,M,36-45,15,C,3,0,1,2.0,15.0,7855
38535,1005605,P00124842,F,18-25,2,A,0,0,11,,,7428
38536,1005605,P00276142,F,18-25,2,A,0,0,12,,,701
38537,1005607,P00151742,M,18-25,4,C,2,0,8,15.0,16.0,4188
38538,1005609,P00114742,F,51-55,1,C,1,0,8,,,9913
38539,1005610,P00344542,F,26-35,1,C,3,0,16,,,12230
38540,1005610,P00302342,F,26-35,1,C,3,0,8,,,7951
38541,1005615,P00000742,M,36-45,7,C,4+,0,5,14.0,,5421
38542,1005615,P00344442,M,36-45,7,C,4+,0,5,8.0,14.0,6945
38543,1005616,P00116142,M,46-50,1,C,3,0,10,13.0,16.0,18489
38544,1005616,P00073842,M,46-50,1,C,3,0,1,15.0,17.0,15380
38545,1005620,P00237542,M,36-45,14,C,2,1,1,15.0,16.0,15722
38546,1005621,P00319542,M,26-35,7,A,1,0,8,14.0,,7778
38547,1005621,P00085342,M,26-35,7,A,1,0,10,13.0,,14139
38548,1005623,P00223042,M,26-35,11,B,2,1,1,2.0,8.0,8163
38549,1005623,P0097842,M,26-35,11,B,2,1,5,,,7050
38550,1005624,P00065242,M,26-35,7,C,1,0,2,3.0,4.0,3597
38551,1005627,P00201442,M,26-35,0,A,4+,1,1,6.0,8.0,15610
38552,1005629,P00085042,M,26-35,14,C,1,0,5,6.0,,8692
38553,1005630,P00303042,M,36-45,17,B,1,0,5,,,8678
38554,1005630,P00049642,M,36-45,17,B,1,0,8,14.0,,10033
38555,1005630,P00025642,M,36-45,17,B,1,0,4,8.0,,2823
38556,1005634,P00304642,M,26-35,14,A,3,1,2,14.0,15.0,12699
38557,1005636,P00008442,M,26-35,7,A,0,1,8,14.0,,3978
38558,1005641,P00247042,F,26-35,17,C,2,1,5,14.0,,8581
38559,1005643,P00132542,F,36-45,1,A,3,1,8,,,2268
38560,1005643,P00120542,F,36-45,1,A,3,1,8,14.0,,8001
38561,1005643,P00278242,F,36-45,1,A,3,1,1,,,3844
38562,1005643,P00193242,F,36-45,1,A,3,1,6,8.0,,16101
38563,1005643,P00045842,F,36-45,1,A,3,1,5,14.0,,3640
38564,1005647,P00112142,M,18-25,1,C,2,0,1,2.0,14.0,19200
38565,1005647,P00274242,M,18-25,1,C,2,0,1,,,19462
38566,1005650,P00248442,F,36-45,12,B,2,1,3,4.0,,13292
38567,1005651,P00250642,F,26-35,6,B,4+,1,11,,,4622
38568,1005656,P00252442,M,26-35,15,B,2,0,8,,,6044
38569,1005658,P00177442,M,55+,0,B,3,1,1,6.0,8.0,19028
38570,1005663,P00183342,F,36-45,20,B,4+,0,5,15.0,18.0,7141
38571,1005663,P00235342,F,36-45,20,B,4+,0,11,,,2977
38572,1005664,P00028842,M,18-25,4,C,4+,0,6,8.0,,20375
38573,1005667,P00223742,M,36-45,7,B,1,1,2,4.0,8.0,6929
38574,1005668,P00120042,F,26-35,3,C,0,0,1,2.0,,19421
38575,1005675,P00178942,M,36-45,14,A,2,0,5,8.0,,6978
38576,1005675,P00182942,M,36-45,14,A,2,0,6,8.0,10.0,8473
38577,1005675,P00059442,M,36-45,14,A,2,0,6,8.0,16.0,20591
38578,1005677,P00120342,M,26-35,1,A,3,0,5,17.0,,5195
38579,1005677,P00190142,M,26-35,1,A,3,0,3,4.0,5.0,10835
38580,1005678,P00317842,M,36-45,17,A,0,1,8,,,4083
38581,1005680,P00061442,M,51-55,20,A,4+,1,17,,,13215
38582,1005682,P00066242,M,18-25,0,B,2,0,1,2.0,5.0,3918
38583,1005682,P00186242,M,18-25,0,B,2,0,4,5.0,,1470
38584,1005682,P00291542,M,18-25,0,B,2,0,5,,,5318
38585,1005682,P00302342,M,18-25,0,B,2,0,8,,,8133
38586,1005686,P0094442,M,55+,16,A,1,1,18,,,839
38587,1005686,P00190742,M,55+,16,A,1,1,3,4.0,9.0,3160
38588,1005689,P00045842,M,26-35,0,B,3,0,5,14.0,,3561
38589,1005689,P00310342,M,26-35,0,B,3,0,6,8.0,,16368
38590,1005691,P00282642,M,36-45,14,C,1,0,5,,,8726
38591,1005701,P00210342,M,26-35,7,C,4+,0,3,4.0,,11075
38592,1005702,P00086642,M,18-25,0,B,4+,0,8,,,7902
38593,1005703,P00052842,M,55+,1,C,2,1,10,15.0,,23269
38594,1005708,P00151742,M,36-45,1,B,4+,0,8,15.0,16.0,6178
38595,1005712,P00318742,M,36-45,1,B,2,0,1,8.0,,11485
38596,1005717,P00326642,M,26-35,0,B,3,1,8,,,4174
38597,1005717,P00118342,M,26-35,0,B,3,1,2,3.0,15.0,9753
38598,1005719,P00335942,M,55+,7,C,3,1,8,,,7928
38599,1005720,P00048742,M,26-35,0,A,0,0,5,,,1814
38600,1005720,P00137242,M,26-35,0,A,0,0,5,,,5451
38601,1005720,P00000342,M,26-35,0,A,0,0,5,14.0,,2051
38602,1005722,P00116942,M,26-35,20,A,2,1,6,10.0,16.0,20167
38603,1005726,P00111542,M,26-35,1,C,0,0,2,17.0,,15939
38604,1005728,P00109542,F,36-45,20,C,3,0,8,14.0,17.0,4169
38605,1005728,P00274342,F,36-45,20,C,3,0,2,8.0,14.0,3383
38606,1005728,P00220442,F,36-45,20,C,3,0,5,14.0,,7061
38607,1005728,P00217942,F,36-45,20,C,3,0,5,,,5411
38608,1005734,P00350142,F,26-35,14,B,4+,1,8,17.0,,8025
38609,1005734,P00049642,F,26-35,14,B,4+,1,8,14.0,,8116
38610,1005737,P00114042,M,46-50,15,C,2,0,5,14.0,,6967
38611,1005737,P00365242,M,46-50,15,C,2,0,5,8.0,,5313
38612,1005738,P00307642,M,26-35,12,A,1,1,5,6.0,,5289
38613,1005742,P00083942,F,26-35,12,B,1,1,12,14.0,,1431
38614,1005743,P00178042,F,36-45,0,C,1,0,8,14.0,,9828
38615,1005746,P00105142,M,18-25,15,B,2,0,1,2.0,15.0,15289
38616,1005747,P00057542,M,26-35,0,B,4+,1,3,4.0,5.0,13394
38617,1005747,P00086442,M,26-35,0,B,4+,1,8,13.0,15.0,7969
38618,1005749,P00021742,M,26-35,2,A,0,1,5,,,7043
38619,1005750,P00197942,M,18-25,1,A,1,0,6,11.0,,4603
38620,1005751,P00248142,F,0-17,0,C,0,0,5,,,8610
38621,1005755,P00051642,F,36-45,2,B,1,0,8,,,8002
38622,1005759,P00197442,F,26-35,1,A,2,0,8,14.0,,4137
38623,1005760,P00250242,M,18-25,12,C,3,0,5,,,8785
38624,1005762,P00193642,F,36-45,6,A,2,1,2,3.0,4.0,16015
38625,1005763,P00277742,F,26-35,1,A,1,1,8,,,7879
38626,1005763,P00346042,F,26-35,1,A,1,1,6,8.0,15.0,20515
38627,1005763,P00216042,F,26-35,1,A,1,1,5,8.0,,6861
38628,1005764,P00085142,F,51-55,12,C,1,1,5,13.0,14.0,8730
38629,1005767,P00000642,M,26-35,2,B,0,0,1,6.0,16.0,19339
38630,1005767,P00312842,M,26-35,2,B,0,0,16,,,12566
38631,1005767,P00006942,M,26-35,2,B,0,0,1,5.0,6.0,11556
38632,1005771,P00209542,M,26-35,7,A,1,0,5,,,6991
38633,1005775,P00117942,M,26-35,11,A,4+,0,5,15.0,,7132
38634,1005776,P00081542,M,18-25,12,B,3,1,5,,,2002
38635,1005779,P00057942,M,26-35,5,A,1,0,1,2.0,6.0,11622
38636,1005779,P00165742,M,26-35,5,A,1,0,8,16.0,,7979
38637,1005779,P00165942,M,26-35,5,A,1,0,8,,,7815
38638,1005779,P00146742,M,26-35,5,A,1,0,1,13.0,14.0,7613
38639,1005779,P00049742,M,26-35,5,A,1,0,8,,,4026
38640,1005780,P00034742,M,18-25,17,B,1,0,5,14.0,17.0,6909
38641,1005782,P00186042,F,36-45,0,C,4+,0,4,5.0,,2094
38642,1005783,P00033042,F,46-50,1,C,3,1,5,14.0,,8677
38643,1005783,P00161442,F,46-50,1,C,3,1,5,14.0,,8622
38644,1005786,P00128142,M,26-35,6,B,1,1,1,5.0,18.0,7921
38645,1005788,P00125942,M,26-35,0,A,4+,0,1,2.0,15.0,15518
38646,1005788,P00126242,M,26-35,0,A,4+,0,2,4.0,5.0,3370
38647,1005788,P00246342,M,26-35,0,A,4+,0,11,15.0,,6054
38648,1005788,P00231942,M,26-35,0,A,4+,0,11,,,4656
38649,1005794,P00227642,M,36-45,17,A,1,0,1,5.0,14.0,15715
38650,1005795,P00250942,M,26-35,1,A,1,1,11,16.0,,1659
38651,1005795,P00325742,M,26-35,1,A,1,1,2,9.0,,6572
38652,1005795,P0094242,M,26-35,1,A,1,1,8,,,2003
38653,1005795,P00274542,M,26-35,1,A,1,1,6,16.0,,16495
38654,1005795,P00180342,M,26-35,1,A,1,1,11,,,7529
38655,1005795,P00161442,M,26-35,1,A,1,1,5,14.0,,7101
38656,1005797,P00102642,M,26-35,7,A,4+,1,4,8.0,9.0,2148
38657,1005798,P00329442,M,36-45,0,C,2,1,5,8.0,,7111
38658,1005805,P00148642,F,26-35,0,B,1,1,6,10.0,13.0,20397
38659,1005809,P00280742,M,26-35,7,C,4+,0,6,8.0,,4428
38660,1005811,P00331542,M,18-25,4,B,3,0,5,8.0,,8651
38661,1005811,P00169442,M,18-25,4,B,3,0,8,,,2220
38662,1005812,P00241542,F,26-35,7,A,1,1,1,6.0,,8281
38663,1005812,P00321642,F,26-35,7,A,1,1,8,,,10028
38664,1005812,P00092242,F,26-35,7,A,1,1,5,8.0,,3667
38665,1005812,P00110542,F,26-35,7,A,1,1,8,,,9976
38666,1005815,P00119742,M,26-35,20,B,1,0,5,8.0,12.0,8586
38667,1005819,P00130742,M,51-55,6,C,1,1,1,14.0,17.0,15742
38668,1005821,P00110942,M,26-35,15,A,3,0,1,2.0,,15633
38669,1005824,P00129342,M,18-25,12,B,1,0,1,5.0,15.0,11798
38670,1005824,P00116142,M,18-25,12,B,1,0,10,13.0,16.0,18986
38671,1005824,P00190142,M,18-25,12,B,1,0,3,4.0,5.0,10850
38672,1005826,P00216342,M,18-25,4,A,2,1,3,4.0,5.0,8359
38673,1005829,P00116542,F,26-35,4,C,1,0,5,17.0,,5407
38674,1005831,P00089342,M,26-35,1,A,2,1,8,,,9837
38675,1005831,P00188542,M,26-35,1,A,2,1,5,8.0,14.0,7011
38676,1005831,P00021842,M,26-35,1,A,2,1,5,8.0,14.0,7023
38677,1005831,P00035942,M,26-35,1,A,2,1,1,5.0,18.0,15887
38678,1005831,P00129642,M,26-35,1,A,2,1,5,,,7155
38679,1005831,P00344442,M,26-35,1,A,2,1,5,8.0,14.0,7011
38680,1005831,P00281542,M,26-35,1,A,2,1,5,,,7167
38681,1005832,P00108542,F,26-35,0,C,4+,0,5,8.0,14.0,8785
38682,1005833,P00057642,F,36-45,0,C,3,1,1,15.0,16.0,11873
38683,1005835,P00323942,F,36-45,0,A,3,0,8,15.0,,7764
38684,1005837,P00110842,M,26-35,7,B,0,1,1,2.0,5.0,7817
38685,1005837,P00045542,M,26-35,7,B,0,1,5,14.0,,6951
38686,1005837,P00040242,M,26-35,7,B,0,1,5,16.0,,6963
38687,1005838,P00251242,F,46-50,7,B,0,1,5,11.0,,8717
38688,1005841,P00047942,F,36-45,7,A,4+,1,5,13.0,,8795
38689,1005843,P00199442,M,36-45,1,C,2,0,5,9.0,,3589
38690,1005847,P00259342,F,18-25,4,B,2,0,5,9.0,,7102
38691,1005847,P00070342,F,18-25,4,B,2,0,1,2.0,14.0,12034
38692,1005849,P00025442,M,36-45,17,B,3,0,1,2.0,9.0,18964
38693,1005852,P00042742,F,26-35,1,A,0,1,5,14.0,,6951
38694,1005854,P00142142,M,46-50,7,B,0,1,1,2.0,15.0,15251
38695,1005854,P00181942,M,46-50,7,B,0,1,11,,,4693
38696,1005856,P00125642,F,26-35,7,B,3,1,5,14.0,,7179
38697,1005857,P00197042,F,46-50,2,B,2,0,5,,,8900
38698,1005858,P00037242,M,26-35,4,B,1,0,8,,,3929
38699,1005859,P00110542,M,26-35,7,C,1,1,8,,,9899
38700,1005860,P00322042,F,26-35,4,C,1,0,5,8.0,,5303
38701,1005872,P00066642,M,26-35,17,C,1,1,1,,,11756
38702,1005874,P00005742,M,26-35,4,B,1,0,8,14.0,,9725
38703,1005875,P00001742,M,26-35,4,C,1,0,8,14.0,,8114
38704,1005875,P00069042,M,26-35,4,C,1,0,3,,,13678
38705,1005878,P00118742,F,26-35,0,A,4+,1,5,11.0,,7058
38706,1005878,P00110042,F,26-35,0,A,4+,1,5,14.0,,8669
38707,1005878,P00270142,F,26-35,0,A,4+,1,5,,,7044
38708,1005878,P00196542,F,26-35,0,A,4+,1,5,8.0,14.0,8847
38709,1005878,P00014642,F,26-35,0,A,4+,1,8,14.0,17.0,7790
38710,1005878,P00054042,F,26-35,0,A,4+,1,18,,,3844
38711,1005880,P00240142,M,26-35,1,A,1,1,5,,,8683
38712,1005884,P00201442,M,18-25,4,C,3,0,1,6.0,8.0,11380
38713,1005885,P00250842,M,26-35,1,C,0,0,8,,,7801
38714,1005886,P00120042,M,26-35,20,A,2,0,1,2.0,,11464
38715,1005886,P00201342,M,26-35,20,A,2,0,1,2.0,9.0,7742
38716,1005888,P00051642,M,26-35,20,B,1,0,8,,,9898
38717,1005889,P00110542,M,51-55,20,C,1,1,8,,,7875
38718,1005890,P00014542,M,36-45,20,C,3,0,8,,,9828
38719,1005890,P00227742,M,36-45,20,C,3,0,5,14.0,,5153
38720,1005890,P00192942,M,36-45,20,C,3,0,5,,,7050
38721,1005891,P00330242,M,18-25,4,C,1,0,5,,,5214
38722,1005893,P00193042,M,26-35,7,A,0,0,5,6.0,16.0,5302
38723,1005896,P00151042,M,26-35,0,A,4+,0,5,,,5312
38724,1005901,P00130642,F,36-45,7,C,4+,0,11,16.0,,1573
38725,1005908,P00118742,M,26-35,4,B,1,0,5,11.0,,5450
38726,1005910,P00102342,F,46-50,20,B,2,0,8,14.0,17.0,9895
38727,1005911,P00278642,F,26-35,17,C,4+,1,5,,,8876
38728,1005913,P00163142,F,18-25,0,B,0,0,6,8.0,,7964
38729,1005913,P00220442,F,18-25,0,B,0,0,5,14.0,,5263
38730,1005915,P00102642,M,18-25,4,C,0,0,4,8.0,9.0,2056
38731,1005915,P00000642,M,18-25,4,C,0,0,1,6.0,16.0,15811
38732,1005915,P0096342,M,18-25,4,C,0,0,8,,,7978
38733,1005916,P0096442,M,51-55,20,B,1,1,4,5.0,12.0,2129
38734,1005916,P00111442,M,51-55,20,B,1,1,8,,,9904
38735,1005916,P00228642,M,51-55,20,B,1,1,5,18.0,,6878
38736,1005917,P0095542,F,51-55,1,A,2,1,2,4.0,9.0,13204
38737,1005917,P00281742,F,51-55,1,A,2,1,5,8.0,18.0,8721
38738,1005920,P00014542,F,26-35,1,C,2,0,8,,,9925
38739,1005920,P00288842,F,26-35,1,C,2,0,8,14.0,,3881
38740,1005922,P00176942,M,55+,3,C,3,0,5,,,6917
38741,1005925,P00277642,F,26-35,0,C,1,1,2,3.0,10.0,13237
38742,1005925,P00221542,F,26-35,0,C,1,1,5,15.0,,5239
38743,1005934,P00000642,M,26-35,14,C,3,0,1,6.0,16.0,15547
38744,1005940,P00251842,M,51-55,12,C,1,1,1,15.0,16.0,11370
38745,1005942,P00106042,M,46-50,1,C,4+,0,5,,,8589
38746,1005942,P00111442,M,46-50,1,C,4+,0,8,,,9881
38747,1005944,P00243542,F,18-25,10,C,4+,0,11,,,1741
38748,1005946,P00024342,F,55+,1,A,0,0,8,14.0,,9930
38749,1005950,P00093242,M,26-35,4,B,2,1,8,,,6094
38750,1005950,P00178642,M,26-35,4,B,2,1,5,15.0,,7075
38751,1005950,P00263142,M,26-35,4,B,2,1,5,,,5239
38752,1005952,P00233542,F,46-50,1,C,4+,1,1,15.0,,15288
38753,1005953,P00237542,M,0-17,10,B,0,0,1,15.0,16.0,15315
38754,1005953,P00147742,M,0-17,10,B,0,0,1,16.0,,15554
38755,1005954,P00211142,M,46-50,11,A,2,1,5,,,5278
38756,1005954,P00253242,M,46-50,11,A,2,1,5,,,3458
38757,1005954,P00122542,M,46-50,11,A,2,1,11,,,6146
38758,1005954,P00032142,M,46-50,11,A,2,1,5,11.0,,3709
38759,1005956,P00173042,F,18-25,4,B,2,0,13,15.0,16.0,766
38760,1005956,P00237642,F,18-25,4,B,2,0,5,14.0,,3596
38761,1005956,P00286642,F,18-25,4,B,2,0,11,14.0,,4470
38762,1005958,P00145742,M,46-50,14,C,1,0,1,2.0,,19526
38763,1005961,P00289842,F,46-50,0,A,3,0,1,16.0,,8234
38764,1005963,P00324442,M,26-35,15,A,0,0,11,13.0,16.0,5916
38765,1005964,P00007642,M,18-25,5,B,1,0,7,,,20384
38766,1005964,P00049442,M,18-25,5,B,1,0,1,8.0,,15814
38767,1005964,P00036842,M,18-25,5,B,1,0,1,14.0,16.0,15205
38768,1005964,P00057542,M,18-25,5,B,1,0,3,4.0,5.0,8146
38769,1005964,P00005742,M,18-25,5,B,1,0,8,14.0,,7894
38770,1005967,P00250842,M,51-55,16,C,0,1,8,,,8073
38771,1005972,P00042842,F,26-35,20,B,0,0,5,,,6911
38772,1005974,P0099442,F,26-35,1,C,0,1,6,8.0,,8418
38773,1005978,P00062742,M,36-45,1,B,2,0,8,17.0,,5918
38774,1005980,P00117642,M,55+,1,C,3,0,10,16.0,,19264
38775,1005981,P00281742,M,36-45,7,C,3,0,5,8.0,18.0,7092
38776,1005982,P00117442,M,36-45,1,B,4+,0,5,14.0,,8713
38777,1005983,P00323942,M,26-35,3,C,3,0,8,15.0,,7940
38778,1005990,P00115142,F,26-35,20,B,1,1,1,8.0,17.0,11836
38779,1005992,P00251242,F,18-25,4,C,4+,0,5,11.0,,5311
38780,1005993,P00058442,F,51-55,20,C,1,1,5,14.0,,1925
38781,1005995,P00248542,F,36-45,1,C,2,1,8,16.0,,9795
38782,1005996,P00003942,F,26-35,0,B,1,1,5,14.0,,7024
38783,1005996,P00042742,F,26-35,0,B,1,1,5,14.0,,8640
38784,1005996,P00358342,F,26-35,0,B,1,1,11,15.0,16.0,1606
38785,1006000,P00102642,M,46-50,17,B,2,1,4,8.0,9.0,3465
38786,1006000,P00297942,M,46-50,17,B,2,1,8,,,8040
38787,1006000,P00248542,M,46-50,17,B,2,1,8,16.0,,7872
38788,1006002,P00127742,M,51-55,0,C,1,1,1,2.0,15.0,11449
38789,1006002,P00111242,M,51-55,0,C,1,1,1,18.0,,15407
38790,1006003,P00221442,F,46-50,17,C,1,0,1,2.0,5.0,15764
38791,1006003,P00015542,F,46-50,17,C,1,0,1,2.0,13.0,8092
38792,1006005,P00017242,F,26-35,5,C,2,1,11,,,6108
38793,1006006,P00270242,F,0-17,0,C,1,0,8,,,10077
38794,1006014,P00276142,M,46-50,1,C,0,1,12,,,1717
38795,1006016,P00088242,M,46-50,1,B,1,1,6,10.0,13.0,15929
38796,1006016,P00126142,M,46-50,1,B,1,1,8,16.0,,9708
38797,1006016,P00019442,M,46-50,1,B,1,1,8,12.0,,6113
38798,1006018,P00270942,M,36-45,1,C,3,0,1,2.0,15.0,15798
38799,1006021,P00106042,M,26-35,12,B,2,1,5,,,6995
38800,1006021,P00246342,M,26-35,12,B,2,1,11,15.0,,4523
38801,1006025,P00059642,F,26-35,1,B,1,0,1,2.0,3.0,11856
38802,1006036,P00086142,F,26-35,15,B,4+,1,5,,,5244
38803,1006036,P00230842,F,26-35,15,B,4+,1,8,,,7768
38804,1006036,P00045842,F,26-35,15,B,4+,1,5,14.0,,5477
38805,1006037,P00031042,F,46-50,1,C,4+,0,8,,,9708
38806,1006037,P00085642,F,46-50,1,C,4+,0,5,14.0,,5170
38807,1006040,P00054942,M,26-35,6,B,2,0,5,8.0,,8744
38808,1006040,P00188842,M,26-35,6,B,2,0,8,,,8075
38809,1000005,P00256642,M,26-35,20,A,1,1,5,,,7144
38810,1000005,P00017142,M,26-35,20,A,1,1,5,,,6952
38811,1000005,P00187842,M,26-35,20,A,1,1,1,16.0,,4462
38812,1000005,P00286542,M,26-35,20,A,1,1,8,,,4100
38813,1000008,P00163842,M,26-35,12,C,4+,1,8,,,4043
38814,1000010,P00112142,F,36-45,1,B,4+,1,1,2.0,14.0,15459
38815,1000010,P00053842,F,36-45,1,B,4+,1,4,5.0,12.0,2174
38816,1000016,P00295942,F,36-45,0,C,0,1,2,5.0,15.0,13179
38817,1000017,P00289942,M,51-55,1,C,0,0,3,4.0,5.0,13391
38818,1000018,P00110742,F,18-25,3,B,3,0,1,2.0,8.0,19138
38819,1000018,P00109742,F,18-25,3,B,3,0,8,,,10062
38820,1000019,P00298942,M,0-17,10,A,3,0,1,5.0,,11402
38821,1000019,P00368242,M,0-17,10,A,3,0,5,11.0,,3762
38822,1000023,P00277442,M,36-45,0,B,3,1,1,6.0,15.0,19265
38823,1000025,P00289942,M,18-25,4,C,4+,0,3,4.0,5.0,10912
38824,1000026,P00003842,M,26-35,7,B,2,1,5,,,3750
38825,1000026,P00207242,M,26-35,7,B,2,1,5,,,5476
38826,1000026,P00192642,M,26-35,7,B,2,1,8,17.0,,5903
38827,1000031,P00088642,M,55+,7,C,2,0,5,8.0,17.0,5481
38828,1000032,P00288642,F,26-35,0,C,3,1,16,,,16764
38829,1000033,P00270942,M,46-50,3,A,1,1,1,2.0,15.0,15313
38830,1000036,P00209742,M,26-35,3,B,0,0,1,11.0,15.0,15591
38831,1000036,P00019342,M,26-35,3,B,0,0,1,6.0,15.0,19015
38832,1000044,P00100842,M,46-50,17,B,3,1,5,,,5300
38833,1000045,P00288442,F,46-50,16,A,1,1,5,14.0,,8822
38834,1000046,P00369342,M,18-25,19,C,4+,0,11,,,7466
38835,1000048,P00113042,M,26-35,4,B,3,1,11,16.0,,6004
38836,1000053,P00084342,M,26-35,0,B,1,0,13,16.0,,950
38837,1000053,P00124542,M,26-35,0,B,1,0,11,,,3198
38838,1000053,P00112442,M,26-35,0,B,1,0,6,8.0,,19965
38839,1000058,P00274142,M,26-35,2,B,3,0,1,,,15167
38840,1000058,P00194442,M,26-35,2,B,3,0,5,,,6915
38841,1000059,P00013942,F,51-55,1,B,4+,1,5,,,5161
38842,1000059,P00184042,F,51-55,1,B,4+,1,1,8.0,,19113
38843,1000060,P00219842,M,51-55,1,C,1,1,5,,,7187
38844,1000062,P00119542,F,36-45,3,A,1,0,8,14.0,,5933
38845,1000062,P00227142,F,36-45,3,A,1,0,5,,,7006
38846,1000062,P00111942,F,36-45,3,A,1,0,8,17.0,,5857
38847,1000063,P00251242,M,18-25,4,C,2,0,5,11.0,,7094
38848,1000063,P00250942,M,18-25,4,C,2,0,11,16.0,,3029
38849,1000068,P00255842,M,18-25,4,A,0,0,16,,,16815
38850,1000069,P00022642,F,26-35,1,A,1,0,5,8.0,,8861
38851,1000069,P00159442,F,26-35,1,A,1,0,5,8.0,,8694
38852,1000078,P00303042,F,46-50,1,C,0,1,5,,,5154
38853,1000090,P00034742,M,55+,13,C,1,0,5,14.0,17.0,6887
38854,1000092,P00077842,F,18-25,4,B,1,0,5,12.0,,6921
38855,1000097,P0097742,F,36-45,3,C,3,0,8,,,7863
